Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Absorbency level (product.metafields.shopify.absorbency-level),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Attachment type (product.metafields.shopify.attachment-type),Bedding size (product.metafields.shopify.bedding-size),Body area (product.metafields.shopify.body-area),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Compatible patient profile (product.metafields.shopify.compatible-patient-profile),Control type (product.metafields.shopify.control-type),Diaper size (product.metafields.shopify.diaper-size),Diaper type (product.metafields.shopify.diaper-type),Display technology (product.metafields.shopify.display-technology),Disposable glove features (product.metafields.shopify.disposable-glove-features),Evaporation technology (product.metafields.shopify.evaporation-technology),Fabric (product.metafields.shopify.fabric),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handwear material (product.metafields.shopify.handwear-material),Material (product.metafields.shopify.material),Mobility/Accessibility equipment features (product.metafields.shopify.mobility-accessibility-equipment-features),Mounting type (product.metafields.shopify.mounting-type),Nebulizer design (product.metafields.shopify.nebulizer-design),Nebulizer technology (product.metafields.shopify.nebulizer-technology),Power source (product.metafields.shopify.power-source),Size (product.metafields.shopify.size),Stair lifts control type (product.metafields.shopify.stair-lifts-control-type),Staircase type (product.metafields.shopify.staircase-type),Support/Brace material (product.metafields.shopify.support-brace-material),Target gender (product.metafields.shopify.target-gender),Temperature measurement (product.metafields.shopify.temperature-measurement),Test sample (product.metafields.shopify.test-sample),Transfer boards surface type (product.metafields.shopify.transfer-boards-surface-type),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Wheelchair type (product.metafields.shopify.wheelchair-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
foldable-electric-wheelchair-compact-lightweight-lithium-ion-battery-ac6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Untitled_design_7_468b4ab3-8c34-4f06-a94f-1811ff6ed767.jpg?v=1768203321,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foldable-electric-wheelchair-compact-lightweight-lithium-ion-battery-ac6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Untitled_design_8_d5890f0f-6b89-497d-9f31-0f5d87aea4fb.jpg?v=1768203320,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium-adult-diaper-pant-unisex-super-soft-dry-material-acquisition-distribution-layer-wetness-indicator-super-absorbency-leak-proof-protection-pant-style-adult-diaper,Nuvy Premium Adult Diaper Pant,<p><span><strong>Benefits<br>        </strong>1.  Freedom: Enjoy freedom from worries about leaks and accidents.<br>        2.  Comfort: Experience comfort and dignity with Nuvy's premium adult diaper.<br>        3. Confidence: Regain confidence and live life to the fullest with Nuvy's reliable             protection.<br><strong><br>Key Features</strong><br>      <strong>  </strong>1. 12 Hours Leakage Protection: Long-lasting protection against leaks and                        accidents.<br>        2.  Cotton Soft Material: Ultra-soft and breathable material for maximum                         comfort.<br>        3. Extra Locking Layer: Additional layer for extra security and leakage                              protection.<br>        4. Odour Free: Anti-odour technology to minimize unpleasant smells.<br>        5. Extra Absorbency: High-capacity absorbent core for maximum dryness and                  comfort.</span></p>,AeonCare,Health & Beauty > Health Care > Incontinence Aids > Adult Diapers,Diaper and Pads,"",true,Size,m,product.metafields.shopify.size,,,,,,,,0.7,shopify,20,deny,manual,280.00,600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/NUVYDIAPERM.jpg?v=1767968263,1,"",false,,,,,,,,,,,,,,,,super,m,,,,,,,,,,diapers,,,,,,,cotton; synthetic,,,,,,m,,,,unisex,,,,,,,,g,,,active
premium-adult-diaper-pant-unisex-super-soft-dry-material-acquisition-distribution-layer-wetness-indicator-super-absorbency-leak-proof-protection-pant-style-adult-diaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/NUVYDIAPERM2.jpg?v=1767968263,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium-adult-diaper-pant-unisex-super-soft-dry-material-acquisition-distribution-layer-wetness-indicator-super-absorbency-leak-proof-protection-pant-style-adult-diaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/NUVYDIAPERM1.jpg?v=1767968263,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foldable-electric-wheelchair-with-lithium-ion-battery,Foldable Electric Wheelchair with Lithium ion Battery - AC6021,"<ul>
<li data-start=""333"" data-end=""431"">
<p data-start=""335"" data-end=""431""><strong data-start=""335"" data-end=""368"">Motorized Electric Wheelchair</strong> designed for elderly and differently-abled users.</p>
</li>
<li data-start=""432"" data-end=""521"">
<p data-start=""434"" data-end=""521""><strong data-start=""434"" data-end=""465"">Lightweight Aluminium Coated Frame</strong> offers durability with easy handling and portability.</p>
</li>
<li data-start=""522"" data-end=""604"">
<p data-start=""524"" data-end=""604""><strong data-start=""524"" data-end=""547"">Joystick Controller</strong> enables smooth forward, reverse, and turning movement.</p>
</li>
<li data-start=""605"" data-end=""686"">
<p data-start=""607"" data-end=""686""><strong data-start=""607"" data-end=""639"">Rechargeable Battery Powered</strong> for convenient daily indoor and outdoor use.</p>
</li>
<li data-start=""687"" data-end=""757"">
<p data-start=""689"" data-end=""757""><strong data-start=""689"" data-end=""719"">Comfortable Cushioned Seat</strong> provides long-hour seating comfort.</p>
</li>
<li data-start=""758"" data-end=""842"">
<p data-start=""760"" data-end=""842""><strong data-start=""760"" data-end=""803"">Flip-Up Armrests &amp; Detachable Footrests</strong> for easy transfer and accessibility.</p>
</li>
<li data-start=""843"" data-end=""916"">
<p data-start=""845"" data-end=""916""><strong data-start=""845"" data-end=""876"">Anti-Tip Wheels &amp; Seat Belt</strong> ensure enhanced safety and stability.</p>
</li>
<li data-start=""917"" data-end=""990"">
<p data-start=""919"" data-end=""990""><strong data-start=""919"" data-end=""948"">Compact &amp; Foldable Design</strong> allows easy storage and transportation.</p>
</li>
<li data-start=""991"" data-end=""1060"">
<p data-start=""993"" data-end=""1060""><strong data-start=""993"" data-end=""1021"">Low-Noise Electric Motor</strong> ensures smooth and silent operation.</p>
</li>
<li data-start=""1061"" data-end=""1117"">
<p data-start=""1063"" data-end=""1117""><strong data-start=""1063"" data-end=""1116"">Ideal for Home, Hospital &amp; Outdoor Mobility Needs</strong>.</p>
</li>
</ul>",AeonCare,Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Equipment > Wheelchairs,Electric WheelChairs,"",true,Title,Default Title,,,,,,,,AC6021,30000.0,shopify,1,deny,manual,75000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Untitleddesign3.jpg?v=1767851961,1,"",false,,,,,,,,,,,,,,,,,,adults,,,,,,,,,,,,,,,,aluminum; fabric,foldable; lightweight; padded-seat; ergonomic-design; lockable; storage-options,,,,,,,,,,,,,,,electric,,kg,,,active
foldable-electric-wheelchair-with-lithium-ion-battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Untitleddesign_3_f184feb1-d234-49e9-bbc9-a7fbf1860896.jpg?v=1768802258,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foldable-electric-wheelchair-with-lithium-ion-battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Untitleddesign_4_a0bb629f-2fe4-4762-b9b5-21406876e9de.jpg?v=1768802258,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vissco-medical-compression-thigh-length-mild-support,Vissco Medical Compression Thigh Length | Mild Support,"<h3 class=""heading""><b>WHEN TO USE</b></h3>
<p>These medical compression stockings can be used for post-pregnancy leg pain, pain due to varicose veins, weak and tired legs and other conditions causing pain and discomfort in the legs and requiring mild compression support.</p>
<h3 class=""heading""><b>SCIENTIFIC DESIGN</b></h3>
<p>These medical compression stockings provide graduated compression from the ankle to the thigh. It helps to improve blood flow and prevent varicose veins. It is lightweight and comfortable to wear. It provides graduated compression with maximum compression at the ankle, decreasing towards the thigh. It helps to maintain blood flow and reduce discomfort and swelling. It helps in the prevention of Varicose Veins in advanced stages. The compression provided is 23-32 mm Hg, ideal as per international standards for varicose veins prevention. Silicone top band which prevents the stocking from sliding down. The skin-friendly material helps to maintain breathability while providing therapeutic effects.</p>
<h3 class=""heading""><b>HOW TO WEAR</b></h3>
<p>First, put on the applicator given in the box over the foot. It helps to slide the stocking up towards the thigh. Insert your hand in the stocking and hold the heel portion in your palm. Now reverse the stocking outward. Slide the inverted stocking such that its heel portion fits your heel perfectly. Now slowly start pulling up the stocking and make sure there are no creases.</p>
<p>To understand the process better, kindly refer the video here:<span> </span><a href=""https://youtu.be/TIkPcZj-NLQ"">https://youtu.be/TIkPcZj-NLQ</a></p>
<h3 class=""heading""><b>More About Compression Stocking</b></h3>
<p>Suffering from tired, aching legs? Experiencing discomfort due to varicose veins or post-pregnancy changes? Our Medical Compression Class 2 Thigh Length stockings offer mild support and improve blood circulation, providing relief and comfort you can rely on.</p>
<p><b>Targeted Compression for Lasting Relief</b><span></span></p>
<p>These stockings are designed with graduated compression, meaning the pressure is strongest at the ankle and gradually decreases towards the thigh. This promotes healthy blood flow, prevents varicose veins, and reduces swelling. The compression level of 23-32 mm Hg adheres to international standards for varicose vein prevention, ensuring effective support.</p>
<p><b>Ideal for a Range of Conditions:</b><span></span></p>
<p><b>Varicose Veins:</b><span> </span>Manage pain and discomfort associated with varicose veins.</p>
<p><b>Post-Pregnancy Leg Pain:</b><span> </span>Alleviate leg pain and swelling after pregnancy.</p>
<p><b>Tired, Aching Legs:</b><span> </span>Reduce fatigue and discomfort in legs due to prolonged standing or sitting.</p>
<p><b>Weak Legs:</b>Provide support and stability for weakened leg muscles.</p>
<p><b>DVT Prevention:</b><span> </span>Aid in the prevention of Deep Vein Thrombosis (DVT) (consult your physician for specific DVT needs).</p>
<p><b>Swelling:</b><span> </span>Reduce leg swelling and edema.</p>
<p><b>Features and Benefits:</b><span></span></p>
<p><b>Graduated Compression:</b><span> </span>Improves blood circulation and reduces discomfort.</p>
<p><b>Silicone Top Band:</b><span> </span>Keeps stockings securely in place, preventing slippage.</p>
<p><b>Skin-Friendly Material:</b><span> </span>Breathable and comfortable for all-day wear.</p>
<p><b>Easy to Wear:</b><span> </span>Includes applicator for effortless donning.</p>
<p><b>Durable Construction:</b><span> </span>Long-lasting and effective support.</p>
<p><b>Available in Beige:</b><span> </span>A discreet and versatile color.</p>
<p><b>How to Wear:</b><span></span></p>
<p>Use the provided applicator to easily slide the stocking onto your foot.</p>
<p>Insert your hand into the stocking and hold the heel portion.</p>
<p>Invert the stocking outward.</p>
<p>Position the heel portion on your heel.</p>
<p>Gently pull the stocking up, ensuring there are no creases.</p>
<p><b>Care Instructions:</b><span></span></p>
<p>Hand wash with mild soap.</p>
<p>Air dry.</p>
<p>Do not bleach.</p>
<p>Do not iron.</p>
<p>Find Relief Today!</p>
<p>Don't let leg pain and discomfort hold you back. Invest in our Medical Compression Class 2 Thigh Length stockings and experience the difference targeted compression can make. Order now and start enjoying healthier, more comfortable legs!</p>",VISSCO,Health & Beauty > Health Care > Supports & Braces > Ankle Supports,Leg and Foot,"",true,Size,S,,,,,,,,5702-S,0.0,shopify,1,continue,manual,2099.00,2950.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_4_3f73a800-5797-443e-b25e-ccea35708bd9.jpg?v=1766051766,1,"",false,,,,,,,,,,,,,,,,,,,,,,slip-on,beige,,,,,,,,,,,,,,,,,,,,nylon; synthetic,,,,,,,,,kg,,,active
vissco-medical-compression-thigh-length-mild-support,,,,,,,,,M,,,,,,,,5702-M,0.0,shopify,1,continue,manual,2099.00,2950.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_6_785dccc7-7bb6-48eb-95c8-18c240beff6b.jpg?v=1766051774,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-medical-compression-thigh-length-mild-support,,,,,,,,,L,,,,,,,,5702-L,0.0,shopify,1,continue,manual,2099.00,2950.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_5_46130b51-0ce4-4dec-93a1-ad920449820c.jpg?v=1766051774,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-medical-compression-thigh-length-mild-support,,,,,,,,,XL,,,,,,,,5702-XL,0.0,shopify,1,continue,manual,2099.00,2950.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_1_009897b8-5dc8-4f9a-96ca-b3f4553bcac8.jpg?v=1766051772,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-medical-compression-thigh-length-mild-support,,,,,,,,,XXL,,,,,,,,5702-XXL,0.0,shopify,0,continue,manual,2099.00,2950.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_2_62cda0f5-2a30-46a8-a339-8461ebdf3416.jpg?v=1766051775,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-medical-compression-thigh-length-mild-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_3_96ce771a-cb0f-45c8-9071-e81073406f27.jpg?v=1766051774,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vissco-medical-compression-thigh-length-mild-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_aac871ca-a769-43ef-9ea1-0b97a5864851.jpg?v=1766051774,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vissco-3d-knee-cap-with-donut-padding,Vissco 3D Knee Cap with Donut Padding,"<h3 class=""heading""><b>WHEN TO USE</b></h3>
<p>This mild knee cap with Donut padding is used during running, jumping, squatting &amp; workout. It provides warmth, compression, and support to relieve knee pain. Useful in mild knee pain cases like knee sprain, knee strain, arthritis, prevention of sports injuries can be useful in cases like knee sprain, knee strain, arthritis, prevention of sports injuries.</p>
<h3 class=""heading""><b>SPORTY 3D DESIGN WITH DONUT PADDING</b></h3>
<p>Special 3D Jacquard knitting technology to optimize compression &amp; support to the knee. Silicone Donut Padding to support and stabilize the patella to reduce stress to the knee.</p>
<h3 class=""heading""><b>LONG LASTING, SKIN FRIENDLY &amp; BREATHABLE MATERIAL</b></h3>
<p>Made from Latex free double covered lycra is blended with composite yarn to make the material durable, breathable &amp; skin friendly. The elastic lasts longer and is anti-bacterial and anti-fungal.</p>
<h3 class=""heading""><b>HOW TO WEAR</b></h3>
<p>Pull over the knee cap over the knee with the broad end facing upwards and the donut padding is over the patella.</p>",VISSCO,Health & Beauty > Health Care > Supports & Braces > Knee Braces,Leg and Foot,"",true,Size,S,,,,,,,,2705-S,0.0,shopify,1,continue,manual,430.00,610.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_4_49fbe321-c454-4233-887f-4c7c5e316273.jpg?v=1766040365,1,"",false,Buy Vissco 3D Knee Cap with Donut Padding At Best Price ,,,,,,,,,,,,,,,,,,,,,slip-on,geometric; beige,,,,,,,,,,,,,,,,,,,,lycra; synthetic,,,,,,,,,kg,,,active
vissco-3d-knee-cap-with-donut-padding,,,,,,,,,M,,,,,,,,2705-M,0.0,shopify,1,continue,manual,430.00,610.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_5_fc434e10-304e-4141-b102-0befa5c963e6.jpg?v=1766040408,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-3d-knee-cap-with-donut-padding,,,,,,,,,L,,,,,,,,2705-L,0.0,shopify,1,continue,manual,430.00,610.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_32be847c-4d14-4118-b1fc-159cc97a3113.jpg?v=1766040367,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-3d-knee-cap-with-donut-padding,,,,,,,,,XL,,,,,,,,2705-XL,0.0,shopify,1,continue,manual,430.00,610.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_3_7c9edb75-aa6d-4c45-b059-f3913cc78cb4.jpg?v=1766040367,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-3d-knee-cap-with-donut-padding,,,,,,,,,XXL,,,,,,,,2705-XXL,0.0,shopify,1,continue,manual,430.00,610.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_1_d1f491a4-1ac5-43a2-a032-ce910170110d.jpg?v=1766040368,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-3d-knee-cap-with-donut-padding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_2_05ef98da-d6ce-44a9-a08c-198e099f0ab0.jpg?v=1766040368,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stretchable-2d-knee-cap,Stretchable 2D Knee Cap,"<h3 class=""heading""><b>WHEN TO USE</b></h3>
<p>This mild knee support is scientifically designed using loop elastic technology to ensure a perfect fit. It can be useful in moderate knee pain cases like knee sprain, knee strain, arthritis, prevention of sports injuries, post knee surgery support etc. It is scientifically designed to support the knee and prevent injury. It provides warmth, compression and support to relieve knee pain. It supports and prevents knee injury to help you bounce back to your peak performance.</p>
<h3 class=""heading""><b>SCIENTIFIC DESIGN</b></h3>
<p>Scientific 2D design to provide optimum compression and support to the knee. It is anatomically shaped to conform to the shape of the knee. Sporty design to use in different sports.</p>
<h3 class=""heading""><b>LONG LASTING, SKIN FRIENDLY NEOPRENE MATERIAL</b></h3>
<p>Made from durable, breathable &amp; skin-friendly loop elastic material. The product lasts longer and is anti-bacterial and anti-fungal.</p>
<h3 class=""heading""><b>HOW TO WEAR</b></h3>
<p>Pull over the knee cap over the knee with the broad end facing upwards</p>",AeonCare,Health & Beauty > Health Care > Supports & Braces > Knee Braces,Leg and Foot,"",true,Size,S,,,,,,,,2703BS,0.0,shopify,1,continue,manual,410.00,600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_52d1e0f4-46d4-4b32-bb1d-99b9ddc03b7e.jpg?v=1765970452,1,"",false,,,,,,,,,,,,,,,,,,,,,,slip-on,gray; black,,,,,,,,,,,,,,,,,,,,neoprene; synthetic,,,,,,,,,kg,,,active
stretchable-2d-knee-cap,,,,,,,,,M,,,,,,,,2703BM,0.0,shopify,1,continue,manual,410.00,600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_1_5de02ddc-5c05-434e-aa7d-a7b41555b627.jpg?v=1765970455,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
stretchable-2d-knee-cap,,,,,,,,,L,,,,,,,,2703BL,0.0,shopify,2,continue,manual,410.00,600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_2_f38cbca4-e0fc-4675-ade3-3ac8a55a5cc5.jpg?v=1765970452,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
stretchable-2d-knee-cap,,,,,,,,,XL,,,,,,,,2703BXL,0.0,shopify,2,continue,manual,410.00,600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedics_VISSCO_3_5090a412-5eed-4201-b324-bec558b46dd1.jpg?v=1765970454,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
stretchable-2d-knee-cap,,,,,,,,,XXL,,,,,,,,2703BXXL,0.0,shopify,2,continue,manual,410.00,600.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
wrist-brace-with-thumb-support,Vissco - Wrist Brace with Thumb Support,"<h3 class=""heading""><b>WHEN TO USE</b></h3>
<p>The Wrist Brace with Thumb Splint helps ease the pain and promote speed recovery from many wrist and thumb injuries. Wrist with thumb brace is lightweight, comfortable and provide the necessary support to injured wrist and thumb joints. It is recommended for Wrist Sprains, Thumb Sprains, Gamekeeper’s Thumb, Skier’s Thumb</p>
<h3 class=""heading""><b>SCIENTIFIC DESIGN</b></h3>
<p>Scientific design allows for full use of your fingers while immobilizing the injured thumb and providing compression to the wrist joint for extra blood flow and enhanced recovery. Since there are no laces, the Velcro closure ensure easy application and comfort fit, making the Wrist Brace with Thumb Splint quick and easy to apply with one hand. The inner compression sleeve (slide in design) is the base of the Wrist Brace. The cock up splint on palmar side ensures perfect stabilization of injured wrist and Thumb joints.</p>
<h3 class=""heading""><b>LONG LASTING, SKIN FRIENDLY &amp; BREATHABLE MATERIAL</b></h3>
<p>Light weight &amp; breathable Cushioned Matte Fabric ensures comfort &amp; durability. This Wrist Brace undergoes a special finishing process to make the material last longer, having anti-bacterial properties.</p>
<h3 class=""heading""><b>HOW TO WEAR</b></h3>
<p>Slide in the palm into the brace and the thumb into the thumb loop. Fasten velcro closure starting from wrist towards the elbow. Ensure Palmar crease is rightly aligned with that of the brace, so that the fingers are free to function</p>",AeonCare,Health & Beauty > Health Care > Supports & Braces > Wrist Braces,Hand and Shoulder,"",true,Option,Left,,,,,,,,0650-L,0.0,shopify,1,deny,manual,399.00,546.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/1_fe7d4232-4013-4ca6-8159-c792006c6fee.jpg?v=1765955849,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
wrist-brace-with-thumb-support,,,,,,,,,Right,,,,,,,,0650-R,0.0,shopify,1,deny,manual,399.00,546.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedicsVISSCO_1.jpg?v=1765955849,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
wrist-brace-with-thumb-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedicsVISSCO_2.jpg?v=1765955849,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrist-brace-with-thumb-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedicsVISSCO_3.jpg?v=1765955849,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrist-brace-with-thumb-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedicsVISSCO_4.jpg?v=1765955849,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrist-brace-with-thumb-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedicsVISSCO_5.jpg?v=1765955849,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrist-brace-with-thumb-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/orthopedicsVISSCO.jpg?v=1765955849,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foldable-commode-chair-with-wheels,Foldable Commode Chair With Wheels 690,"<p><strong data-start=""92"" data-end=""111"">Specifications:</strong><br data-start=""111"" data-end=""114"">• Sturdy powder-coated steel frame for long-lasting durability and stability<br data-start=""190"" data-end=""193"" data-is-only-node="""">• Rear casters with safety locks for secure positioning during transfers<br data-start=""265"" data-end=""268"">• Padded seat, backrest, and armrests for extended comfort<br data-start=""326"" data-end=""329"">• Removable commode bucket with lid for easy waste disposal and hygiene<br data-start=""400"" data-end=""403"">• Seat and commode pan are fully removable for effortless cleaning<br data-start=""469"" data-end=""472"">• Can be used directly over Indian or Western toilets when the pot is removed<br data-start=""549"" data-end=""552"">• Suitable as an elevated toilet seat or shower chair (model-dependent water resistance)<br data-start=""640"" data-end=""643"">• Foldable steel frame for compact storage and easy transportation<br data-start=""709"" data-end=""712"">• Detachable/flip-up armrests for smooth side transfers<br data-start=""767"" data-end=""770"">• Detachable/swing-away footrests for improved accessibility and ease of use</p>",Aeoncare,Health & Beauty > Health Care > Mobility & Accessibility > Accessibility Furniture & Fixtures > Shower Benches & Seats > Shower Seats,Commode WheelChairs,"",true,Title,Default Title,,,,,,,,AC690,20000.0,shopify,2,deny,manual,7000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Untitleddesign_8293678c-70de-4af3-b59d-2edc1e25b07b.jpg?v=1764830413,1,"",false,Buy Foldable Commode Chair With Wheels at Best Price ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,steel,,,,free-standing; portable,,,,,,,,,,,,,,,,kg,,,active
